Irradiance,Temperature,V_PV,I_PV
100,2,25.135528711022,0.50271057422044
200,2,41.5350473147131,0.830700946294262
300,2,43.7615566189515,0.87523113237903
400,2,44.7245322179592,0.894490644359185
500,2,45.3394290731505,0.906788581463009
600,2,45.7907823674703,0.915815647349405
700,2,46.1471425805742,0.922942851611483
800,2,46.3899306720201,0.927798613440401
900,2,46.6920684959234,0.933841369918468
1000,2,46.9102554717271,0.938205109434541
100,4,25.1564130325901,0.503128260651803
200,4,41.2486299414839,0.824972598829677
300,4,43.443625193404,0.868872503868079
400,4,44.4049098789427,0.888098197578854
500,4,45.0207574446801,0.900415148893601
600,4,45.473503062928,0.90947006125856
700,4,45.8312799319945,0.91662559863989
800,4,46.1269315747647,0.922538631495295
900,4,46.3787906070425,0.927575812140849
1000,4,46.6388148486838,0.932776296973675
100,6,25.1772488892415,0.50354497778483
200,6,40.9605095447832,0.819210190895665
300,6,43.1254745229745,0.862509490459489
400,6,44.0851167867632,0.881702335735264
500,6,44.7019109595844,0.894038219191688
600,6,45.1560407900578,0.903120815801156
700,6,45.5152271479051,0.910304542958102
800,6,45.7698604786059,0.915397209572117
900,6,46.0653120712109,0.921306241424218
1000,6,46.2857931057472,0.925715862114945
100,8,25.198021790497,0.503960435809941
200,8,40.6707905784907,0.813415811569813
300,8,42.8071073230348,0.856142146460696
400,8,43.7651541653598,0.875303083307197
500,8,44.3261818915452,0.886523637830905
600,8,44.8383969812376,0.896767939624752
700,8,45.1989857525884,0.903979715051767
800,8,45.4973015943401,0.909946031886803
900,8,45.7516345229532,0.915032690459063
1000,8,45.9732568924439,0.919465137848878
100,10,25.2187132323376,0.504374264646753
200,10,40.3795683078625,0.80759136615725
300,10,42.496505125585,0.8499301025117
400,10,43.445023221225,0.868900464424499
500,10,44.0636986252177,0.881273972504353
600,10,44.520573046745,0.8904114609349
700,10,44.8825572466989,0.897651144933978
800,10,45.1821966178167,0.903643932356333
900,10,NaN,NaN
1000,10,45.6605195246116,0.913210390492231
100,12,25.2392996789223,0.504785993578445
200,12,40.0869298004558,0.801738596009117
300,12,42.1697338052226,0.843394676104451
400,12,43.1247251437752,0.862494502875503
500,12,43.744335330354,0.87488670660708
600,12,44.2025703752572,0.884051407505144
700,12,44.565943107794,0.89131886215588
800,12,44.8669003784594,0.897338007569189
900,12,45.1127815035276,0.902255630070552
1000,12,45.3475826201943,0.906951652403887
100,14,25.2597513131178,0.505195026262356
200,14,39.792954793703,0.79585909587406
300,14,41.8507325376006,0.837014650752012
400,14,42.8042611057115,0.856085222114231
500,14,43.4248022885394,0.868496045770788
600,14,43.884390334335,0.8776878066867
700,14,44.2491447908485,0.88498289581697
800,14,44.5514143928331,0.891028287856662
900,14,44.8094237753935,0.89618847550787
1000,14,45.0344477727389,0.900688955454777
100,16,25.2800305117826,0.505600610235651
200,16,39.4977164561519,0.789954329123038
300,16,41.5315248474358,0.830630496948716
400,16,42.4836322633701,0.849672645267402
500,16,43.1051007304472,0.862102014608944
600,16,43.6231997758304,0.872463995516608
700,16,43.9321637287553,0.878643274575106
800,16,44.2357401545511,0.884714803091021
900,16,44.5165150338509,0.890330300677017
1000,16,44.6676711931607,0.893353423863213
100,18,25.300089996429,0.506001799928579
200,18,39.2012820568772,0.784025641137544
300,18,41.2121130890333,0.824242261780665
400,18,42.1628397570626,0.843256795141251
500,18,42.785231868869,0.85570463737738
600,18,43.2475035116626,0.864950070233252
700,18,43.5942234946373,0.871884469892746
800,18,43.9198791347761,0.878397582695522
900,18,44.1803170759154,0.883606341518307
1000,18,44.4075905040696,0.888151810081392
100,20,25.3198706053639,0.506397412107278
200,20,38.9037135554373,0.778074271108746
300,20,40.8924995535673,0.817849991071347
400,20,41.8418847114075,0.836837694228151
500,20,42.4651968991027,0.849303937982054
600,20,42.928799363623,0.85857598727246
700,20,43.3317620484731,0.866635240969461
800,20,43.6038327827067,0.872076655654134
900,20,43.8109412908424,0.876218825816848
1000,20,44.0938711526447,0.881877423052893
100,22,25.339298630611,0.50678597261222
200,22,38.6050681229475,0.77210136245895
300,22,40.5726864717216,0.811453729434433
400,22,41.520768235653,0.830415364713059
500,22,42.144996999329,0.84289993998658
600,22,42.6099231144456,0.852198462288912
700,22,42.9801380793873,0.859602761587745
800,22,43.28760252605,0.865752050520999
900,22,43.5504514987791,0.871009029975582
1000,22,43.7799599987437,0.875599199974874
100,24,25.3582826632565,0.507165653265131
200,24,38.3053986033103,0.766107972066207
300,24,39.9068422073603,0.798136844147206
400,24,41.1994914239896,0.823989828479792
500,24,41.8246333309775,0.836492666619549
600,24,42.2485530648589,0.844971061297178
700,24,42.6624399407004,0.853248798814008
800,24,42.9711897714809,0.859423795429619
900,24,43.2352377923015,0.864704755846031
1000,24,-522148810818080,-10442976216361.6
100,26,25.3767098963339,0.507534197926678
200,26,38.0047539223505,0.76009507844701
300,26,39.9324703040088,0.798649406080176
400,26,40.8780553558566,0.817561107117132
500,26,41.5041070390825,0.830082140781649
600,26,42.1024011808684,0.842048023617368
700,26,42.3445659066242,0.846891318132482
800,26,42.7052720173778,0.854105440347556
900,26,42.9198387171237,0.858396774342474
1000,26,43.1515681788601,0.863031363577201
100,28,25.3944418477284,0.507888836954567
200,28,37.7031794515005,0.75406358903001
300,28,39.6120713988498,0.792241427976996
400,28,40.5564610962385,0.811129221924769
500,28,41.2480979156711,0.824961958313422
600,28,41.6324055969671,0.832648111939342
700,28,42.0265172872919,0.840530345745838
800,28,42.3378222928174,0.846756445856347
900,28,42.6042556797466,0.852085113594931
1000,28,42.8370904073975,0.856741808147951
100,30,25.4113094904561,0.508226189809121
200,30,37.4007173317555,0.748014346635111
300,30,39.2914813130798,0.785829626261595
400,30,40.2347096959547,0.804694193919094
500,30,40.8625710848889,0.817251421697778
600,30,41.4575043883977,0.829150087767954
700,30,-8.66273862090586e+145,-1.73254772418117e+144
800,30,42.0208702808761,0.840417405617522
900,30,42.2884900664474,0.845769801328948
1000,30,42.5224266233809,0.850448532467619
100,32,25.4271078185345,0.508542156370691
200,32,37.0974067628194,0.741948135256389
300,32,38.269717885162,0.76539435770324
400,32,39.9128021919418,0.798256043838836
500,32,40.5890544262429,0.811781088524858
600,32,41.0130041198373,0.820260082396746
700,32,41.3899014390142,0.827798028780284
800,32,41.7037411961633,0.834074823923268
900,32,41.9725432436982,0.839450864873963
1000,32,42.2075782228796,0.844151564457591
100,34,25.4415899386186,0.508831798772373
200,34,36.7932842616945,0.735865685233889
300,34,38.6497354047306,0.772994708094611
400,34,39.5907396075284,0.791814792150568
500,34,40.2203979820285,0.804407959640569
600,34,40.6931212747094,0.813862425494189
700,34,41.0713367371417,0.821426734742833
800,34,41.46484055371,0.829296811074201
900,34,41.6564165585734,0.833128331171467
1000,34,41.8925465822395,0.83785093164479
100,36,25.454460865687,0.50908921731374
200,36,36.4883838943898,0.729767677887796
300,36,38.3285833680477,0.766571667360954
400,36,39.2685229527035,0.785370459054069
500,36,39.7085006219873,0.794170012439745
600,36,40.3730748351291,0.807461496702581
700,36,40.7526025049253,0.815052050098506
800,36,41.0689570218271,0.821379140436541
900,36,41.3401113391467,0.826802226782934
1000,36,41.5773330584842,0.831546661169685
